rrn,rrn1
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,881
881,886
886,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,877
877,886
886,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,886
886,881
881,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,886
886,881
881,881
881,881
881,881
881,881
881,886
886,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,881
881,886
886,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,886
886,881
881,881
881,881
881,881
881,886
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1291
1291,1304
1304,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1291
1291,1304
1304,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1304
1304,1298
1298,1298
1298,1298
1298,1298
